file_name,meme_type,hate_type,meme_type2,hate_type2,text
img91.jpg,hate_speech,national_origin,0.0,2.0,لما تنزل عدن ومعك فلوس قديم كل احد حرفيا كل احد
img92.jpg,hate_speech,religion,0.0,0.0,بطوله الكمال لله وحده
img72.jpg,hate_speech,national_origin,0.0,2.0,الحوثي الشرعية الانتقالي
img99.jpg,hate_speech,religion,0.0,0.0,لما طلاب التحفيظ يطلبوا رحلة للمسبح المدرس الاصلاحي الذين امنوا
img102.jpg,hate_speech,religion,0.0,0.0,الطلعه الجديد من المسلمين بيحتفلوا بأعياد الكفار ويتشبعوا بكل حاجه يسودها بدون تردد الكفار يشتوا يمارسوا الطقوس الاسلامية
img86.jpg,hate_speech,religion,0.0,0.0,مسلمين متخلفين لمادا سمعتوا صلاة للجمعة ستعود ل لقرب حققه بتقول قادرين لسمعة لكل هيه زم كثيرها
img103.jpg,hate_speech,religion,0.0,0.0,العيش كمسلم في القرن الواحد والعشرين
img90.jpg,hate_speech,religion,0.0,0.0,المسلم الكيوت الي بأمن ان الكل هيدخل الجنة الولد الحنبلي الي بكفر تارك الصلاة بشروط
img83.jpg,hate_speech,religion,0.0,0.0,علماني مشاكل بلده فقر بطالة تبعية سوء الخدمات الصحية سوء منظومة التعليم علماني اخلعي الحجاب مش عارفين نتقدم
img93.jpg,only humor,no hate,1.0,,طموحاتي فلوسي
img82.jpg,only humor,no hate,1.0,,البسكوت لما يعرف إنك تعذبه تفسه شاهي حامي
img76.jpg,only humor,no hate,1.0,,وانا عامل نفسي لسه بقرا السؤال المكتوب على السبورة
img74.jpg,only humor,no hate,1.0,,عاجل منظمة الصحة العالمية توصي بفضل الماء قبل شربه
img88.jpg,only humor,no hate,1.0,,انا عامل نفسي محترم عميق وانا جازع النقطة العسكريه بالسياره خط ص
img80.jpg,only humor,no hate,1.0,,اختراع آلة الرجوع بالزمن البنات أنا هرجع أصلح غلطات كثير عملتها حياتي الولاد
img85.jpg,only humor,no hate,1.0,,مدير المدرسة طلاب الي كسل زجاج غرفة المعلمين الطلاب
img96.jpg,only humor,no hate,1.0,,لما صاحبك ييجي معاك عند الحلاق وتبنوا لبعض المرايه
img98.jpg,only humor,no hate,1.0,,لما تعوم البحر وفجأه تحس حاجه لمست رجليك
img71.jpg,only humor,no hate,1.0,,لما تفتح نور المطبخ الساعة 3 الفجر خير يبو الصحال في حاجة
img101.jpg,only humor,no hate,1.0,,امي جابت ولاعة البوتاجاز علي شكل مسدس وبعدين دخلت اعمل كوباية شاي انا شوية
img75.jpg,only humor,no hate,1.0,,بعدما يفكر بدل لتعمل طوال حياتك لولوج لتلد بضعة اطفال وتموت بكل بساطة
img87.jpg,only humor,no hate,1.0,,عايش ميت حط ايده في جيبه و ما لقى التلفون
img97.jpg,hate_speech,ddd,0.0,1.0,المستر هنا ياولاد معملش الواجب طالب متوحد
img95.jpg,only humor,no hate,1.0,,للنهوض مبكرا فوائد
img89.jpg,only humor,no hate,1.0,,السمك في عدن بعد اتلاف ثلاثة طن مخدرات في البحر
img79.jpg,only humor,no hate,1.0,,لما أعمل نفسى سرحان
img129.jpg,only humor,no hate,1.0,,سحيج بحاول يقنع الناس انه نعمة الامن والامان افضل من راتب 5000 دينار في الجيبة
img123.jpg,hate_speech,race,0.0,3.0,الاستاذ يا طلاب لا تخافوا الاسئلة سهلة الاسئلة استخرج رجلا من الصورة
img116.jpg,hate_speech,gender,0.0,4.0,وأخيرا عرفت سبب التحرش الوطن العربي وفي دول العالم لوول
img120.jpg,hate_speech,gender,0.0,4.0,التنمر على السحاقيات اصبح قانوني ماذا في وسعهم ان يفعلوا ؟  يخبروا ازواجهم ؟
img138.jpg,hate_speech,gender,0.0,4.0,جريمة تقع اين المنطق في حبس شخص بهاته الكياتة عيونه حلوة ما يستاهل العقاب يرجم حتى الموت يرمى من الشاهق
img132.jpg,hate_speech,gender,0.0,4.0,قبل تطبيق الحد بعد تطبيق الحد مثلي وافتخر مثلي و عصفور
img109.jpg,hate_speech,religion,0.0,0.0,لقد غسلوا دماغك ايها المسلم
img119.jpg,hate_speech,gender,0.0,4.0,بنت أعطاها الله حسن الخلق والخلق حالتها النفسيه
img133.jpg,hate_speech,gender,0.0,4.0,اصحابي جايين يلعبوا بلاستيشن في البيت يلعبوا بلاستيشن صح يلعبوا بلاستيشن صح
img136.jpg,hate_speech,gender,0.0,4.0,النسويين لما يتناقشوا كلام حلو حبب بس للأسف فشخت كسمك
img114.png,hate_speech,race,0.0,3.0,مره واحد زنجي حل مسألة  رياضية حلها في المسودة
img127.jpg,hate_speech,national_origin,0.0,2.0,الشعب اليمني : رحلات للمواطنين صح ؟ التحالف مطار صنعاء بيستأنف رحلاته للمواطنين صح؟ التحالف
img112.png,hate_speech,national_origin,0.0,2.0,السائق السعودي المتهور
img108.jpg,hate_speech,national_origin,0.0,2.0,خليجي لما يشوف ولده يتفرج علي كورة ومتفرجة علي سباق البديل
img135.jpg,hate_speech,national_origin,0.0,2.0,الخماري كيه يتكفل المشروب الغازي
img118.jpg,only humor,no hate,1.0,,راديو إسبانيا والد هالاند رايولا عمان الآن ويجتمعون رؤساء نادي الوحدات وبعد ذلك سيتوجهون للاجتماع الغريم نادي الفيصلي للتحدث مستقبل اللاعب
img106.jpg,only humor,no hate,1.0,,كيميتش أريد الرجوع عند أجدادي الفراعنة حيث الرقي والحضارة بدلا العيش فرعون يريده الرجوع كعبد هذا المجتمع الوهابي ليبني الهرم
img113.png,hate_speech,religion,0.0,0.0,الشيخ اذا جاءت له وحدة تطلب المساعدة
img134.jpg,hate_speech,national_origin,0.0,2.0,الخماري كيه يتكفل المشروب الفاسي
img110.jpg,hate_speech,religion,0.0,0.0,بتفرج علي فيديو علمي جميل صاحب الفيديو في اخر الفيديو فسبحان من خلق كل هذا انه بكل شيء عليم
img111.jpg,hate_speech,national_origin,0.0,2.0,مواطن اردني يهاجر هو ايضا بعدما وصل لوجهته هل تعلم اشعر انني معارض سياسي
img130.jpg,hate_speech,religion,0.0,0.0,سفينة إسبانية عايزة حدا سلامي أمان الله المجاهدين البحريين السلاويين اعطونا الفلوس بكل رجولة
img121.jpg,only offensive,no hate,2.0,,أصحاب ماركيز يتخيلوا المحيط الهادي
img115.jpg,hate_speech,national_origin,0.0,0.0,واحد هندي يكون هيموت الجوع ومفيش قدامه غير البقر هو الهي انت تعلم كيف حالي
img125.jpg,hate_speech,religion,0.0,0.0,قولوا ورايا لو صلينا من كل قلبنا كورونا مش  هتقرب مننا اديني الحقنة بسرعة ارجوك محتاج الجرعة
img117.jpg,hate_speech,religion,0.0,0.0,عندما تقسم ارض المسلمين الى مقاطعات وتصنع لهم أعلام وحدود وعوض رفضهم التقسيم تراهم يخترعون أناشيد وشعارات
img128.jpg,hate_speech,ddd,0.0,1.0,صاحبي الي قال لي اقول كرسي و تطريز بصوت عالي انا عندي لدغة في الراء
img107.jpg,hate_speech,religion,0.0,0.0,قسيس بعد ما منحه الناس صكوك الغفران
img122.jpg,hate_speech,ddd,0.0,1.0,ادونى فويه اهيب وايوح توكيلا قوي انا عندي لدغة
img140.jpg,only humor,no hate,1.0,,اكيد انا اكتر حاجه يفكر فيها يتمناها
img137.jpg,hate_speech,religion,0.0,0.0,عندما تكفر بالله  وتلحد وتتخلى عن رجولتك ثم تكتشف انك لا تجدب اهتمام احد
img126.jpg,only humor,no hate,1.0,,لما ابوك يبلغك يوم العيد قدك كبير ومابش لك عودة
img139.jpg,only humor,no hate,1.0,,واحد عارف الفرق بين البنزين و الأنسولين
img131.jpg,only humor,no hate,1.0,,القاضي ردك عالى صنع رئيس الحكومة ماكرون الرجل
img124.jpg,hate_speech,religion,0.0,0.0,عندما يصف لي علماني عربي التقدم العلمي والاقتصادي الذي سيحصل لو طبقنا العلمانية نعم وصف نبيل لكن ليس واقعي
img175.jpg,hate_speech,gender,0.0,4.0,الإبن اذا قلت أني شاد فهل ستتقبل انا : عوضنا على الله نخلف غيره
img164.jpg,hate_speech,race,0.0,3.0,عندما نجرب الطعام الإفريقي للمرة الأخرى مؤهل
img142.jpg,hate_speech,gender,0.0,4.0,النسويين لما يشوفوا بعض الشارع وكل واحد مع أمه
img150.jpg,hate_speech,gender,0.0,4.0,نرفض عيد الاضحى والمشاركة في قتل حيوان بريء نطالب بحقنا في الاجهاض وقتل روح بشر بريء
img163.jpg,hate_speech,gender,0.0,4.0,شخص ماه يجب على الهوموفوبيا أن يتقبلوا أنا
img144.jpg,hate_speech,gender,0.0,4.0,النسويين لما يشوفوا بعض الشارع وكل واحد مع أمه
img146.jpg,hate_speech,race,0.0,3.0,مازن السقف عامل حلقه ساعه ونص عن العنصرية انا مستنيه يخلص عشان اقوله بس يا خادم
img161.jpg,hate_speech,gender,0.0,4.0,هذا المغني فنان وصاحب رسالة كان السلف يسمون الرجل المغني مخنثا اسمها مثلية يا وهابي يا متترف وليس تخثنا 
img145.jpg,hate_speech,race,0.0,3.0,مازن السقف عامل حلقه ساعه ونص عن العنصرية انا مستنيه يخلص عشان اقوله بس يا خادم
img143.jpg,hate_speech,gender,0.0,4.0,النسويين لما يشوفوا بعض الشارع وكل واحد مع أمه
img171.jpg,hate_speech,national_origin,0.0,2.0,لا احد طالبان لما شافوا كرسي الحكم اييه ده ايه الحلاوة دي ؟!
img173.jpg,hate_speech,national_origin,0.0,2.0,صاحب ماركيز يتخيل طالبان
img154.jpg,only humor,no hate,1.0,,الرواتب الكهرباء والماء
img151.jpg,hate_speech,national_origin,0.0,2.0,أحد الحوثيين منتصف ليلة
img174.jpg,hate_speech,national_origin,0.0,2.0,اذا حد سألني ليش مغسل ايدك من البلد انا فيديو الخدمات فيديو الباص فيديو تاكسي العقبة مزرعة جرش فيديو الاحوال التيكتوك فيديو اللانسر
img141.jpg,hate_speech,national_origin,0.0,2.0,رئيس اليمن الدنبوع جزيرة سقطرى مأرب ميدان عدن مطار عدن
img169.jpg,hate_speech,religion,0.0,0.0,يهودي الجنة سوف تكون في الارض على يد المخلص مسيحي الحياة الدنيا عبارة عن خطيئة مسلم قال علمائنا لا ينبغي للعاقل ان يرى الا ساعيا في تحصيل حسنة لمعاده او درهم لمعاشه
img158.jpg,hate_speech,religion,0.0,0.0,وجدنا متدينين ومظاهره منهم يكن للدين أثرفي ظاهره توحي بالعكس سينتهي ل ووبعد حين
img148.jpg,hate_speech,religion,0.0,0.0,القرآن حرام الانمي والكي بوب
img172.jpg,hate_speech,race,0.0,3.0,بلاد العرب أوطاني والدين يفرقنا
img170.jpg,hate_speech,national_origin,0.0,2.0,علما تحاصرك الشرطة الأمريكية ثم تتذكر أنك أفغاني
img157.jpg,hate_speech,religion,0.0,0.0,15 كافر 16 كافر مسلم كيوت حضرتك مش معنى انه مسيحي يبقى كافر 17 كافر
img166.jpg,hate_speech,religion,0.0,0.0,لما صاحبي المسيحي يقولي ان الكنيسة عاملة مصيف اسبوع ب200 جنيه
img162.jpg,hate_speech,religion,0.0,0.0,شتما اليهود والتشكيك الهولوكوست دولة علمانية
img159.jpg,hate_speech,religion,0.0,0.0,اين يمكنني قراءة الكتب المقدسة نظرا لانعدام الكنائس في هذه البلاد المتشددة يمكنك ان تكتب واحدا بنفسك
img167.jpg,hate_speech,religion,0.0,0.0,تعدد الزوجات تعدد الأرباب
img160.jpg,hate_speech,religion,0.0,0.0,لما الموب يعمل تحديث لكتابك المقدس وبعدها تفتكر انك مسيحي
img165.jpg,hate_speech,religion,0.0,0.0,ازاي عايزني اتبع رسول امي لا يقرأ لا يكتب نبيكم نقل عن الزرادتشية والبابليين والفراعنة وحضارة الصين والهند وفلاسفة اليونان ومن الكائنات الفضائية في المجرة المجاورة
img168.jpg,hate_speech,ddd,0.0,1.0,اشاعه طالعه عن البنات القصيرين بيستحموا في الحنفية تحت الدش
img155.jpg,only humor,no hate,1.0,,العلماء الذكاء الإصطناعي ليس بذلك التطور ولن يسيطر على العالم ابدا الذكاء الاصطناعي:
img149.jpg,only humor,no hate,1.0,,انا رايح اكوي الثوب الحج راجع من صلاة العيد
img153.jpg,hate_speech,national_origin,0.0,2.0,لما تتزوج وحدة تونسية وامها تسأل وينه المعرس
img156.jpg,only humor,no hate,1.0,,لما آكون مستحمى واتخيل اني لو مت دلوقتي اهلي هيدخلوا الحمام ويشوفوني بلبوص كده
img152.jpg,only humor,no hate,1.0,,بلاعبه عصرا بهر سام الذهبي تعهد الإسلآم
img147.jpg,hate_speech,religion,0.0,0.0,ذلك الملحد الذي ينتقد ذبح الاضحية مع والده في صبيحة العيد الدين لله واللحم للجميع
img187.jpg,only humor,no hate,1.0,,انا والشباب بعد ما طلعنا من المسجد ولقينا حفاياتنا
img183.jpg,only humor,no hate,1.0,,انا بدى تفاعل على اشي بوست مقارنة بين بليستيشن وبيبسي
img194.jpg,only humor,no hate,1.0,,عمو خالد حلمت السيس يوزع تفاح وعنب الجنة
img196.jpg,only offensive,no hate,2.0,,انت ليلة الدخلة مستني الصالة
img193.jpg,hate_speech,national_origin,0.0,2.0,حملة سعودية إماراتية على جورج قرداحي بينما سكتوا على إهانات ترامب الذي قال انهم يملكون غيل النقود ولن يعمدوا اسبوعين بدون حمايتهم
img179.jpg,hate_speech,gender,0.0,4.0,النظام الاسلامي مهر نفقة واجبة الحجاب طاعة الزوج عدم السفر من غير محرم النظام الغربي لا يوجد مهر تنفقي على نفسك بنفسك الحجاب تخلف لا توجد ولاية حرية مطلقة النسويات مهر نفقة واجبة الحجاب تخلف اسقاط ولاية حرية مطلقة
img177.jpg,hate_speech,gender,0.0,4.0,تصويت تتجوز مين فيهم واحده قتلت 100 قبل كدا وتابت فيمينيست
img191.jpg,hate_speech,race,0.0,3.0,عربي مع زوجته ذات التسع سنوات
img176.jpg,hate_speech,gender,0.0,4.0,كمية فقط استطيع الرجوع لعصر الدولة الفرعونية حيث كانت النساء تتمتعن بحقوق كثيرة رجعت لعصر الفراعنة
img202.jpg,only humor,no hate,1.0,,هاني عصام خال العيال لطب الأطفال حديثي سعد نخطئ الولادة
img192.jpg,hate_speech,national_origin,0.0,2.0,جورج قرداحي يقصف الشعب اليمني بيوتهم عزائهم افراحهم
img184.jpg,hate_speech,national_origin,0.0,2.0,الشمالي وهو جازع نقطة طور الباحة
img181.jpg,only humor,no hate,1.0,,صاحب ذمار كيف يتخيل الشعب المرجانية
img186.jpg,hate_speech,national_origin,0.0,2.0,هندي
img189.jpg,hate_speech,national_origin,0.0,2.0,واحد هندي باعثلي طلب صداقة وقبلته بالغلط باقي الهند بعد ثانية
img178.jpg,hate_speech,religion,0.0,0.0,عندما لا تستطيع التوقف عن ارتكاب ذنب معين فتقوم بإستثماه قد يعمل العبد الذنب فيدخل به الجنة
img182.jpg,hate_speech,national_origin,0.0,2.0,في المسلسلات العربية الفلاح في المدينة الفلاح في القرية في الواقع الفلاح في المدينة الفلاح في القرية
img208.jpg,only humor,no hate,1.0,,احب أعلي على الفنان عبد الباسط حمودي بيقول انا عارفني بأني النهاردة دخلت امم تزن الأروقة لقيت فيها قولت انا اسفة وقفلت واكتشفت اللي جوا مرايا
img180.jpg,hate_speech,ddd,0.0,1.0,هو دا الواد اللي حكيتله عليه شوف مناخيره كبيرة وشكله عبيط ازاي
img195.jpg,hate_speech,religion,0.0,0.0,الاسلام دين السلام وسلميتنا اقوى من الرصاص
img188.jpg,hate_speech,religion,0.0,0.0,رهط لسه بقوله السلام عليكم راح مايلي
img185.jpg,hate_speech,religion,0.0,0.0,انا حكيت مشكلتي لشيخ الجامع وقلتله لا تحكي الشيخ طول الخطبة
img190.jpg,hate_speech,religion,0.0,0.0,هدر الغذاء أمريكا بقيمة مليار دولار الثلاثاء فبراير
img210.jpg,only humor,no hate,1.0,,يبني ذاكر عشان تجيب درجة في الامتحان ايه ده درجة
img205.jpg,only humor,no hate,1.0,,والله حرام  يشغلوها وهي في السن ده
img200.jpg,only humor,no hate,1.0,,هو طه واحد صحبي كان بيكر على بنت فتره ومراقبتها زمان شافها مره انها تعبانه قال لازم افتح معاها كلام واسأله مالك مواقفها وسألها قالتله انا حامل أعجبنى
img206.jpg,only humor,no hate,1.0,,المذاكرة الي ورايا انا قاعد بدور على مسلسل اتابعه
img204.jpg,only humor,no hate,1.0,,ما تزرعه في الليل تحصده في الصباح
img203.jpg,only humor,no hate,1.0,,مفيش خروج من البيت
img207.jpg,only humor,no hate,1.0,,طا لمجرد أهلي زعلانين مني وقررت اسوي لهم كيكة بالتوفي حلوة الكيكة بس ناقصها جنط
img209.jpg,only humor,no hate,1.0,,العسيل سيمبا لما تكبر حرف الالف
img199.jpg,only humor,no hate,1.0,,وانا طالعة من البيت 8 وربع وبتمنى اوصل المحاضرة على الساعة 8
img198.jpg,only humor,no hate,1.0,,عمر كمال يستبدل اشرب خمور وحشيش في حفل
img201.jpg,only humor,no hate,1.0,,لما اكون شغالة في النيابة والاقي المتهم بيعيط قدامي اوعدني انك تتغير
img197.jpg,only humor,no hate,1.0,,سوف أتجاهله اليوم بأكمله
img239.jpg,only humor,no hate,1.0,,فكره محمد رمضان استمر علب كدا سنتين ممكن بعدى ناس مولود
img244.jpg,hate_speech,gender,0.0,4.0,بتكون كاتبة على الفيسبوك انا الان في سيتي ستارز وباخذ البريك فاست في ستاربكس مع الكوكيز اللي بحبه وفي الحقيقة بتكون ماكلة صحن فول مع راسين بصل وراسين فجل مع صحن مخلل في مطعم القاعود
img245.png,hate_speech,gender,0.0,4.0,حقوق أساسية للمرأة الزلام هل هذه سيابة
img243.jpg,hate_speech,gender,0.0,4.0,بتعرفوا شو بديش اتزوج
img242.png,hate_speech,gender,0.0,4.0,زلمة أنا برأيي أنا
img238.jpg,hate_speech,gender,0.0,4.0,شكل البنت لما  تغني بإحساس
img230.jpg,hate_speech,race,0.0,3.0,عندما ترى زوجتك الصينية تشاهد ناشونال جيوغرافيك و فيها كتآب وصفات المطبخ و تطلب منك تحضرها قلم
